Policy Number,Policy Status,Age,Gender,Home Language,Family Status,Gross Household Income,Gross Income,Monthly Premium Original,Monthly Premium,Dfference between Household and Personal Income,Salary Day,Debit order day,Education,Occupation,Province,Postal Code,Policy Affordability %,Policy Affordability % Band,Response Outcome,Take Up Outcome,Contract Status,Collection Count
22057,Installed,45,Female,Xhosa,Single,32000,32000,467,222,0,20,20,Diploma,Teacher,Eastern Cape,0,0.007,0 - 1.5%,1,0,1,0
22058,Cancelled,47,Male,English,Divorced,45000,45000,0,0,0,1,5,Matric,Buying Manager,KwaZulu-Natal,0,0.114,5% +,1,0,0,0
22059,Cancelled,36,Female,Xhosa,Married,25000,10000,0,0,15000,25,15,Diploma,Ambulance Crew,Western Cape,0,0.009,0 - 1.5%,1,0,0,0
22060,Cancelled,38,Male,Setswana,Married,12100,12100,0,0,0,25,25,Matric,Smelter,North West,335,0.024,1.5 - 2.5%,1,0,0,0
22061,Installed,41,Male,Xhosa,Married,52000,52000,177,101,0,15,15,Degree,Human Resources Manager,Western Cape,0,0.002,0 - 1.5%,1,1,1,2
22062,Installed,63,Male,English,Married,60000,50000,1491,1491,10000,30,1,Diploma,Landscape Contractor,Western Cape,7441,0.025,1.5 - 2.5%,1,1,1,7
22063,Installed,41,Male,English,Married,8000,8000,545,545,0,31,31,No Matric,"Truck Driver - Heavy Duty, Long Distance in SA",KwaZulu-Natal,4430,0.068,5% +,1,1,1,5
22064,Installed,59,Female,Afrikaans,Married,21000,21000,151,151,0,1,1,Matric,Buyer,Mpumalanga,0,0.007,0 - 1.5%,1,1,1,6
22065,Cancelled,43,Male,Xhosa,Married,27000,6000,0,0,21000,31,25,Matric,Delivery Driver - Other,Western Cape,0,0.018,1.5 - 2.5%,1,0,0,0
22066,Installed,30,Male,Sepedi,Single,3000,3000,179,127,0,31,31,Matric,Retail Supervisor,Limpopo,699,0.042,2.5 - 5%,1,1,1,4
22067,Installed,48,Female,Xhosa,Married,22000,22000,174,174,0,15,15,Diploma,Administration Officer,Eastern Cape,0,0.008,0 - 1.5%,1,1,1,5
22068,Installed,52,Male,English,Married,29000,19000,309,309,10000,25,1,No Matric,Sales Rep,Western Cape,7945,0.011,0 - 1.5%,1,1,1,6
22069,Cancelled,59,Male,English,Married,25000,25000,0,0,0,1,18,Degree,School Teacher,KwaZulu-Natal,0,0.008,0 - 1.5%,1,0,0,0
22070,Cancelled,50,Female,Xhosa,Single,6666,6666,0,0,0,1,3,Certificate,Supplyman,Eastern Cape,0,0.026,2.5 - 5%,1,0,0,0
22071,Cancelled,33,Female,Xhosa,Single,16000,16000,0,0,0,31,31,Diploma,"Electrician (Domestic)
Treasurer",Eastern Cape,0,0.012,0 - 1.5%,1,1,0,2
22072,Installed,33,Male,Afrikaans,Single,5500,5500,123,193,0,31,31,Matric,Sports Coach,Northern Cape,0,0.035,2.5 - 5%,1,1,1,6
22073,Installed,24,Female,Sepedi,Single,11200,11200,298,298,0,1,26,Diploma,Medical Technologist,Gauteng,0,0.027,2.5 - 5%,1,1,1,6
22074,Cancelled,52,Female,Afrikaans,Single,10000,10000,0,0,0,31,1,No Matric,Merchandiser,Eastern Cape,0,0.04,2.5 - 5%,1,0,0,0
22075,Installed,32,Male,Xhosa,Married,40000,40000,242,242,0,31,1,Degree,Medical Doctor,Eastern Cape,0,0.006,0 - 1.5%,1,1,1,3
22076,Installed,39,Female,English,Married,150000,5000,182,182,145000,12,1,Matric,Housewife,Gauteng,0,0.002,0 - 1.5%,1,1,1,6
22077,Cancelled,38,Male,Sotho,Married,23000,15000,0,0,8000,31,31,Matric,Tour Manager,Mpumalanga,0,0.046,2.5 - 5%,1,0,0,0
22078,Cancelled,60,Male,Xhosa,Married,19500,12500,0,0,7000,31,1,Matric,Area Manager,Gauteng,1426,0.016,1.5 - 2.5%,1,0,0,0
22079,Cancelled,25,Male,Sepedi,Single,4000,4000,0,0,0,31,31,Matric,Stock Controller,Gauteng,1685,0.088,5% +,1,0,0,0
22080,Installed,39,Male,IsisNdebele,Single,13195,13195,342,425,0,31,31,Certificate,autobody repairman,Gauteng,0,0.032,2.5 - 5%,1,1,1,5
22081,Cancelled,36,Female,Afrikaans,Married,10500,4500,0,0,6000,31,31,No Matric,Teacher's Assistant,Eastern Cape,0,0.015,0 - 1.5%,1,0,0,0
22082,Cancelled,32,Male,Xhosa,Married,7500,7500,0,0,0,1,27,Certificate,Store Manager,Gauteng,0,0.017,1.5 - 2.5%,1,1,0,1
22083,Cancelled,50,Male,Xhosa,Married,46000,25000,0,0,21000,20,21,Postgraduate,Advisor,Eastern Cape,5247,0.018,1.5 - 2.5%,1,0,0,0
22084,Cancelled,42,Male,Zulu,Married,38000,19000,0,0,19000,15,1,Degree,School Teacher,KwaZulu-Natal,0,0.007,0 - 1.5%,1,0,0,0
22085,Installed,42,Male,Xhosa,Single,36000,26000,941,922,10000,31,31,Certificate,"Manager, Construction Contract - Building and Construct",Eastern Cape,9786,0.026,2.5 - 5%,1,1,1,3
22086,Installed,29,Male,English,Single,13000,7400,145,145,5600,31,31,Matric,Machine Operator,Gauteng,1983,0.011,0 - 1.5%,1,1,1,6
22087,Cancelled,32,Male,Zulu,Married,6500,6500,0,0,0,1,30,Matric,Lining Machine Operator,Gauteng,0,0.037,2.5 - 5%,1,0,0,0
22088,Installed,45,Female,Xhosa,Single,15000,15000,157,157,0,25,26,Diploma,Finance Administrator,Western Cape,0,0.011,0 - 1.5%,1,1,1,6
22089,Installed,60,Male,Zulu,Married,4300,3000,502,248,1300,1,26,Matric,Shop Owner,KwaZulu-Natal,0,0.058,5% +,1,1,1,2
22090,Installed,38,Male,English,Married,28000,16000,229,229,12000,31,1,Matric,Administrator,Western Cape,0,0.008,0 - 1.5%,1,1,1,5
22091,Cancelled,28,Female,Xhosa,Single,13000,13000,0,0,0,8,10,Diploma,Admin Clerk,Gauteng,0,0.011,0 - 1.5%,1,0,0,0
22092,Cancelled,58,Male,Venda,Married,6300,4300,0,0,2000,7,8,No Matric,Barman,Gauteng,0,0.061,5% +,1,0,0,0
22093,Installed,56,Female,0,Single,8000,8000,258,258,0,25,25,No Matric,Water Meter Reader,Eastern Cape,5100,0.032,2.5 - 5%,1,1,1,4
22094,Cancelled,52,Male,English,Married,8900,8900,0,0,0,1,27,No Matric,carpenter,Western Cape,4491,0.024,1.5 - 2.5%,1,0,0,0
22095,Cancelled,37,Female,Zulu,Single,10302,10302,0,0,0,1,15,Postgraduate,Admin Clerk,KwaZulu-Natal,3310,0.017,1.5 - 2.5%,1,0,0,0
22096,Cancelled,31,Female,Xhosa,Single,24000,24000,0,0,0,25,25,Certificate,Finance Manager,Gauteng,0,0.023,1.5 - 2.5%,1,0,0,0
22097,Installed,36,Female,Zulu,Married,49000,24000,213,213,25000,15,1,Matric,Manager - Other,KwaZulu-Natal,0,0.004,0 - 1.5%,1,1,1,6
22098,Cancelled,56,Female,Afrikaans,Divorced,8434,8434,0,0,0,28,1,No Matric,Housewife,Eastern Cape,0,0.032,2.5 - 5%,1,0,0,0
22099,Installed,45,Female,Zulu,Single,11000,11000,176,176,0,22,23,Diploma,Secondary Education Teacher,Limpopo,1057,0.016,1.5 - 2.5%,1,1,1,6
22100,Installed,38,Male,English,Married,48000,48000,384,384,0,25,27,Matric,Engineer - Admin Only,Gauteng,0,0.008,0 - 1.5%,1,1,1,5
22101,Cancelled,42,Male,Afrikaans,Single,15000,15000,0,0,0,31,1,Matric,Inspector - Health and Safety,Mpumalanga,0,0.014,0 - 1.5%,1,0,0,0
22102,Cancelled,52,Male,Setswana,Married,40000,20000,0,0,20000,20,10,Degree,Business Consultant,North West,0,0.003,0 - 1.5%,1,0,0,0
22103,Cancelled,38,Male,Swati,Married,5000,5000,0,0,0,31,31,Matric,Construction Worker,Mpumalanga,1320,0.049,2.5 - 5%,1,0,0,0
22104,Cancelled,52,Female,Afrikaans,Divorced,6700,6700,0,0,0,31,31,No Matric,Cleaning Contractors Manager,Western Cape,0,0.053,5% +,1,0,0,0
22105,Cancelled,51,Male,Swati,Married,12500,11000,0,0,1500,30,30,Matric,Warrant Officer,Gauteng,0,0.049,2.5 - 5%,1,0,0,0
22106,Cancelled,55,Male,Zulu,Married,35000,23000,0,0,12000,16,1,Degree,Agricultural Worker - Management Only,KwaZulu-Natal,0,0.029,2.5 - 5%,1,0,0,0
22107,Cancelled,34,Male,Xhosa,Married,5200,5200,0,0,0,25,26,Matric,Mine Worker,North West,0,0.029,2.5 - 5%,1,0,0,0
22108,Installed,30,Male,Sotho,Single,9500,7500,437,324,2000,31,31,No Matric,Site Manager,Limpopo,890,0.034,2.5 - 5%,1,1,1,1
22109,Cancelled,36,Female,Setswana,Single,5050,5050,0,0,0,31,1,No Matric,Office Cleaner,Northern Cape,0,0.028,2.5 - 5%,1,0,0,0
22110,Installed,33,Male,Setswana,Single,5000,5000,388,388,0,31,25,Degree,Qualified Accountant,Northern Cape,0,0.078,5% +,1,1,1,4
22111,Installed,55,Male,Sotho,Single,7800,7800,260,260,0,15,15,No Matric,maintenance worker - general repairs,Gauteng,0,0.033,2.5 - 5%,1,1,1,6
22112,Installed,28,Male,Zulu,Single,42000,42000,148,148,0,15,15,Postgraduate,Pharmacist,Eastern Cape,0,0.004,0 - 1.5%,1,1,1,7
22113,Installed,46,Female,Setswana,Single,20000,20000,146,106,0,1,1,Diploma,Air Hostess,Gauteng,0,0.005,0 - 1.5%,1,1,1,5
22114,Installed,28,Female,Zulu,Single,4000,4000,123,99,0,31,1,Certificate,Admin Clerk,KwaZulu-Natal,0,0.025,1.5 - 2.5%,1,1,1,5
22115,Installed,58,Male,Sepedi,Married,12000,12000,281,281,0,31,22,Diploma,School Teacher,Limpopo,0,0.023,1.5 - 2.5%,1,1,1,4
22116,Cancelled,34,Female,English,Single,96000,16000,0,0,80000,25,27,Diploma,Flight Crew,Gauteng,0,0.008,0 - 1.5%,1,0,0,0
22117,Installed,42,Male,Sepedi,Single,15000,8000,239,239,7000,31,3,Matric,Car Driver,Gauteng,0,0.016,1.5 - 2.5%,1,1,1,6
22118,Installed,38,Female,English,Married,12000,9000,587,385,3000,31,5,Matric,Retail Sales Manager,Western Cape,7560,0.032,2.5 - 5%,1,1,1,2
22119,Installed,52,Female,Zulu,Single,1800,1800,209,209,0,30,1,No Matric,Domestic Worker,KwaZulu-Natal,0,0.116,5% +,1,1,1,6
22120,Installed,29,Female,English,Married,46000,35000,159,159,11000,26,27,Professional,Legal Advisor,Gauteng,0,0.004,0 - 1.5%,1,1,1,5
22121,Cancelled,31,Male,Sotho,Single,40000,40000,0,0,0,31,3,Degree,Chief Executive,Free State,9869,0.029,2.5 - 5%,1,0,0,0
22122,Installed,50,Female,Afrikaans,Married,110000,50000,247,247,60000,31,1,Matric,Events Organising Assistant/Manager,Gauteng,0,0.002,0 - 1.5%,1,1,1,6
22123,Installed,37,Female,Xhosa,Married,23900,8900,266,266,15000,25,25,Diploma,Clerk,KwaZulu-Natal,0,0.011,0 - 1.5%,1,1,1,6
22124,Installed,34,Female,English,Married,30000,13500,185,185,16500,31,1,Matric,Personal Assistant,Western Cape,0,0.006,0 - 1.5%,1,1,1,5
22125,Cancelled,52,Male,Zulu,Single,5000,5000,0,0,0,25,25,No Matric,Supervisor,KwaZulu-Natal,0,0.025,2.5 - 5%,1,0,0,0
22126,Cancelled,45,Male,Afrikaans,Married,23000,17000,0,0,6000,15,16,No Matric,Army Sergeant,Northern Cape,0,0.018,1.5 - 2.5%,1,0,0,0
22127,Installed,34,Male,English,Married,17000,12000,202,202,5000,20,12,No Matric,"Furniture Manufacture - Upholstery
Upholsterer",Western Cape,0,0.021,1.5 - 2.5%,1,1,1,4
22128,Cancelled,41,Female,Setswana,Divorced,4500,4500,0,0,0,31,31,No Matric,Unemployed,North West,0,0.029,2.5 - 5%,1,0,0,0
22129,Installed,46,Male,Sepedi,Single,25000,25000,200,200,0,25,25,Matric,Control Room Operator,Limpopo,0,0.008,0 - 1.5%,1,1,1,6
22130,Cancelled,42,Female,English,Married,80000,20000,0,0,60000,20,20,Matric,Business Consultant,Mpumalanga,0,0.004,0 - 1.5%,1,0,0,0
22131,Installed,45,Male,Xhosa,Single,13500,13500,119,119,0,15,15,Matric,Prison Warden,Western Cape,6930,0.009,0 - 1.5%,1,1,1,6
22132,Installed,47,Female,Tsonga,Married,53000,35000,850,850,18000,15,15,Diploma,Hospital Nurse,Gauteng,0,0.02,1.5 - 2.5%,1,1,1,6
22133,Installed,60,Female,Xhosa,Widowed,5000,5000,0,0,0,31,3,Certificate,Dry Cleaner,Gauteng,0,0.058,5% +,1,1,1,3
22134,Installed,31,Female,Afrikaans,Married,45700,20700,744,712,25000,25,26,Matric,Maintenance Manager,North West,299,0.016,1.5 - 2.5%,1,1,1,5
22135,Installed,50,Female,Setswana,Married,100000,44000,381,381,56000,25,26,Postgraduate,Recruitment Consultant,Gauteng,0,0.004,0 - 1.5%,1,1,1,6
22136,Installed,48,Female,Afrikaans,Divorced,32000,32000,1315,1315,0,31,1,Matric,Beauty Specialist,Western Cape,0,0.066,5% +,1,1,1,3
22137,Cancelled,27,Male,Zulu,Single,3400,2400,0,0,1000,28,28,No Matric,Merchandiser,KwaZulu-Natal,4319,0.07,5% +,1,0,0,0
22138,Cancelled,58,Female,Xhosa,Single,40972,40972,0,0,0,15,15,Diploma,Operations Manager - Admin only,Eastern Cape,0,0.014,0 - 1.5%,1,1,0,1
22139,Cancelled,32,Male,Sepedi,Single,4200,4200,0,0,0,30,31,No Matric,Petrol Pump Attendant,Mpumalanga,0,0.054,5% +,1,0,0,0
22140,Installed,50,Female,Setswana,Married,75000,15000,667,243,60000,30,31,Diploma,Civil Engineer - Admin Only,Gauteng,0,0.003,0 - 1.5%,1,1,1,5
22141,Installed,41,Male,Sotho,Married,55000,55000,552,438,0,15,15,Degree,District Manager,Mpumalanga,0,0.008,0 - 1.5%,1,1,1,2
22142,Installed,33,Male,Xhosa,Single,20448,20048,417,417,400,31,15,Diploma,Finance Officer,Eastern Cape,0,0.02,1.5 - 2.5%,1,1,1,5
22143,Installed,60,Male,English,Married,65000,45000,0,0,20000,10,16,Diploma,Foreign Exchange Trader,Gauteng,0,0.034,2.5 - 5%,1,1,1,5
22144,Installed,38,Male,Zulu,Married,84000,70000,344,359,14000,30,1,Postgraduate,Financial Manager,Gauteng,0,0.004,0 - 1.5%,1,1,1,6
22145,Installed,46,Female,Setswana,Single,21000,21000,0,0,0,26,26,Postgraduate,Secondary Education Teacher,North West,0,0.007,0 - 1.5%,1,1,1,3
22146,Installed,53,Male,Xhosa,Married,18000,14000,295,215,4000,25,27,No Matric,"Truck Driver - Heavy Duty, Local/Regional Only",Western Cape,0,0.012,0 - 1.5%,1,0,1,0
22147,Installed,52,Female,Zulu,Married,15000,7000,188,188,8000,15,15,Diploma,Dressmaker,KwaZulu-Natal,0,0.012,0 - 1.5%,1,1,1,5
22148,Cancelled,36,Male,Xhosa,Married,18146,18146,0,0,0,20,20,Diploma,Middle School Teacher,Eastern Cape,0,0.017,1.5 - 2.5%,1,0,0,0
22149,Installed,44,Male,Swati,Married,12500,12500,190,190,0,25,31,Professional,Pastor,Free State,0,0.015,1.5 - 2.5%,1,1,1,5
22150,Cancelled,41,Female,Zulu,Married,37500,15000,0,0,22500,31,1,Certificate,SAPS - Sergeant,Gauteng,0,0.008,0 - 1.5%,1,0,0,0
22151,Cancelled,34,Male,Zulu,Single,13500,13500,0,0,0,20,20,Degree,Customer Service Worker,Gauteng,2190,0.02,1.5 - 2.5%,1,1,0,1
22152,Installed,24,Male,Xhosa,Single,6000,6000,158,158,0,31,31,Matric,Sales Consultant,Gauteng,1515,0.026,2.5 - 5%,1,1,1,5
22153,Cancelled,31,Male,English,Single,10000,10000,0,0,0,25,25,Matric,Assistant Manager - Retail,Gauteng,0,0.049,2.5 - 5%,1,0,0,0
22154,Installed,32,Female,Sotho,Widowed,10000,10000,328,328,0,31,1,Diploma,Street Vendor,Free State,9323,0.033,2.5 - 5%,1,1,1,5
22155,Cancelled,43,Male,Xhosa,Married,55000,34000,0,0,21000,26,1,Degree,Finance Officer,KwaZulu-Natal,4275,0.011,0 - 1.5%,1,0,0,0
22156,Cancelled,38,Male,Swati,Single,4000,4000,0,0,0,31,31,Diploma,Process Controller,Western Cape,0,0.039,2.5 - 5%,1,0,0,0
22157,Cancelled,48,Female,English,Single,7500,7500,0,0,0,31,2,Matric,Guest House Manager,Gauteng,0,0.03,2.5 - 5%,1,0,0,0
22158,Installed,32,Female,English,Single,6200,6200,95,95,0,25,26,Certificate,Consultant,KwaZulu-Natal,0,0.015,1.5 - 2.5%,1,1,1,1
22159,Cancelled,41,Male,Sepedi,Married,18000,13000,0,0,5000,25,25,Degree,"Cashier
Cashier Clerk",Gauteng,2198,0.016,1.5 - 2.5%,1,0,0,0
22160,Installed,25,Male,Afrikaans,Single,12161,12161,265,265,0,25,1,No Matric,Maintenance Worker,Limpopo,0,0.027,2.5 - 5%,1,1,1,7
22161,Cancelled,35,Male,IsisNdebele,Married,7500,7500,0,0,0,1,28,No Matric,Electronics Technician,Northern Cape,0,0.07,5% +,1,1,0,1
22162,Cancelled,35,Female,Xhosa,Married,14000,4500,0,0,9500,31,1,Certificate,Hotel Cleaner,Eastern Cape,0,0.015,1.5 - 2.5%,1,0,0,0
22163,Installed,40,Male,Zulu,Married,26000,12000,381,215,14000,15,15,Certificate,Paramedic,KwaZulu-Natal,0,0.008,0 - 1.5%,1,1,1,2
22164,Cancelled,49,Male,English,Married,55000,55000,0,0,0,1,1,Certificate,Motor Mechanic,KwaZulu-Natal,0,0.006,0 - 1.5%,1,0,0,0
22165,Installed,38,Male,Sotho,Single,12000,12000,178,178,0,25,31,Certificate,Maintenance Engineer,Gauteng,0,0.018,1.5 - 2.5%,1,1,1,4
22166,Cancelled,62,Male,Afrikaans,Married,5000,3000,0,0,2000,30,30,Matric,Woodcutter,Northern Cape,0,0.116,5% +,1,0,0,0
22167,Installed,33,Male,Xhosa,Single,6000,1500,0,0,4500,31,1,Matric,Door to Door Salesman,Eastern Cape,0,0.036,2.5 - 5%,1,1,1,3
22168,Installed,36,Female,Zulu,Married,59443,24443,0,0,35000,15,31,Diploma,Army - Other Ranks,Gauteng,0,0.004,0 - 1.5%,1,0,1,0
22169,Cancelled,39,Female,Zulu,Married,19000,18000,0,0,1000,15,1,Matric,Shop Owner,KwaZulu-Natal,3610,0.027,2.5 - 5%,1,1,0,1
22170,Installed,36,Female,Sepedi,Single,25000,25000,170,129,0,31,25,Degree,Credit Controller,Gauteng,0,0.005,0 - 1.5%,1,1,1,2
22171,Installed,31,Male,English,Single,35955,35955,607,607,0,25,26,No Matric,Software Design Engineer,Gauteng,0,0.017,1.5 - 2.5%,1,1,1,5
22172,Cancelled,38,Female,Xhosa,Single,5500,5500,0,0,0,3,3,Diploma,Domestic Worker,Gauteng,1039,0.023,1.5 - 2.5%,1,0,0,0
22173,Cancelled,64,Male,Zulu,Married,19000,4000,0,0,15000,31,30,No Matric,Undertaker/Funeral Director,Mpumalanga,0,0.017,1.5 - 2.5%,1,1,0,1
22174,Installed,55,Female,Afrikaans,Single,1300,1300,216,216,0,28,27,No Matric,Unemployed,Gauteng,0,0.166,5% +,1,1,1,2
22175,Cancelled,27,Male,Afrikaans,Single,13900,13900,0,0,0,25,26,Degree,Reporter,Western Cape,0,0.014,0 - 1.5%,1,1,0,3
22176,Cancelled,38,Male,Sotho,Married,3900,3900,0,0,0,31,1,No Matric,Plumber,Gauteng,0,0.087,5% +,1,0,0,0
22177,Installed,60,Female,Afrikaans,Married,70000,70000,500,174,0,1,1,No Matric,Hawker,Western Cape,0,0.003,0 - 1.5%,1,1,1,1
22178,Cancelled,35,Male,Xhosa,Married,11280,11280,0,0,0,25,25,Diploma,Fitter and Turner,Western Cape,0,0.017,1.5 - 2.5%,1,0,0,0
22179,Installed,41,Male,English,Married,55000,55000,758,758,0,1,1,Degree,Estate Agent,Gauteng,0,0.014,0 - 1.5%,1,1,1,6
22180,Cancelled,32,Male,Zulu,Married,9500,8000,0,0,1500,31,1,Matric,Hairstylist,Gauteng,0,0.025,1.5 - 2.5%,1,1,0,1
22181,Installed,39,Male,English,Divorced,17500,17500,276,276,0,27,15,Certificate,Department Manager,Gauteng,0,0.016,1.5 - 2.5%,1,1,1,6
22182,Cancelled,51,Female,Sepedi,Divorced,25000,25000,0,0,0,31,1,Degree,Manager - Admin Only,Limpopo,700,0.007,0 - 1.5%,1,0,0,0
22183,Cancelled,43,Male,Zulu,Single,1900,1400,0,0,500,31,31,No Matric,Plumber,Gauteng,0,0.064,5% +,1,0,0,0
22184,Cancelled,51,Male,Venda,Married,13000,13000,0,0,0,31,24,Matric,Crane Operator,Gauteng,0,0.012,0 - 1.5%,1,1,0,3
22185,Installed,62,Male,English,Married,15000,15000,1148,1148,0,31,1,Matric,Carpet Fitter,KwaZulu-Natal,0,0.077,5% +,1,1,1,5
22186,Installed,33,Male,English,Married,14000,14000,339,339,0,28,31,Matric,Contractors Agent,Western Cape,0,0.024,1.5 - 2.5%,1,1,1,6
22187,Installed,40,Female,Zulu,Single,45000,45000,291,291,0,24,1,Diploma,Personal Assistant,Gauteng,0,0.007,0 - 1.5%,1,1,1,6
22188,Cancelled,56,Female,Sotho,Married,17528,7474,0,0,10054,31,31,Diploma,Retired,Free State,0,0.032,2.5 - 5%,1,0,0,0
22189,Installed,26,Female,Zulu,Single,31300,11300,139,139,20000,25,26,Degree,Import Clerk,Gauteng,0,0.004,0 - 1.5%,1,1,1,5
22190,Cancelled,54,Male,Setswana,Married,38000,19000,0,0,19000,15,28,Matric,Correctional Officer,Gauteng,0,0.026,2.5 - 5%,1,1,0,2
22191,Cancelled,47,Female,English,Married,20000,10000,0,0,10000,1,1,Certificate,Bar Owner,Western Cape,0,0.019,1.5 - 2.5%,1,0,0,0
22192,Cancelled,57,Female,Zulu,Single,18000,18000,0,0,0,3,3,Matric,Childminder - Registered,Gauteng,0,0.013,0 - 1.5%,1,0,0,0
22193,Cancelled,39,Female,English,Married,30000,10000,0,0,20000,1,1,Matric,Travel Consultant,KwaZulu-Natal,0,0.011,0 - 1.5%,1,0,0,0
22194,Cancelled,34,Male,English,Divorced,40000,40000,0,0,0,1,26,Matric,Car Sales Manager,KwaZulu-Natal,0,0.012,0 - 1.5%,1,0,0,0
22195,Installed,47,Male,English,Married,32000,32000,426,426,0,25,25,Diploma,Administrator,Northern Cape,0,0.013,0 - 1.5%,1,1,1,5
22196,Cancelled,46,Male,Swati,Married,30000,30000,0,0,0,1,7,No Matric,Supervisor,Mpumalanga,0,0.024,1.5 - 2.5%,1,0,0,0
22197,Installed,30,Female,Setswana,Single,9000,9000,202,202,0,30,31,Matric,Sales Person,Gauteng,0,0.022,1.5 - 2.5%,1,1,1,6
22198,Installed,64,Female,Sotho,0,11000,11000,0,0,0,31,26,No Matric,Admin Clerk,Gauteng,0,0.013,0 - 1.5%,1,1,1,1
22199,Installed,57,Female,English,Married,67900,7900,200,200,60000,5,5,No Matric,Admin Assistant,KwaZulu-Natal,4091,0.003,0 - 1.5%,1,1,1,7
22200,Cancelled,32,Male,Xhosa,Single,5000,5000,0,0,0,31,31,Matric,Business Manager,Eastern Cape,5480,0.06,5% +,1,0,0,0
22201,Installed,44,Female,Setswana,Widowed,4000,3000,140,109,1000,1,1,Diploma,Nursery School Teacher,North West,0,0.027,2.5 - 5%,1,1,1,1
22202,Cancelled,41,Male,Afrikaans,Married,28000,28000,0,0,0,25,25,Matric,Quality Control Checker/Inspector,Gauteng,0,0.021,1.5 - 2.5%,1,0,0,0
22203,Installed,44,Male,Zulu,Single,8900,8900,313,313,0,31,1,Matric,Representative,Gauteng,0,0.035,2.5 - 5%,1,1,1,6
22204,Installed,39,Female,Afrikaans,Married,30000,11000,138,138,19000,31,1,No Matric,Bar Manager,Gauteng,0,0.005,0 - 1.5%,1,1,1,5
22205,Cancelled,61,Female,Afrikaans,Married,1300,1300,0,0,0,31,28,No Matric,Retired,Northern Cape,8811,0.449,5% +,1,0,0,0
22206,Installed,48,Male,Sotho,Married,6420,3500,0,0,2920,28,31,Matric,Liaison Officer,Free State,9610,0.025,1.5 - 2.5%,1,0,1,0
22207,Installed,45,Male,Xhosa,Married,7500,5500,169,128,2000,7,7,Diploma,Conservation Officer,Eastern Cape,5120,0.017,1.5 - 2.5%,1,1,1,2
22208,Cancelled,57,Male,Afrikaans,Married,1500,1500,0,0,0,31,28,No Matric,Painter,Northern Cape,8811,0.333,5% +,1,0,0,0
22209,Installed,38,Male,English,Married,26000,20000,254,254,6000,25,25,Certificate,IT Support,Western Cape,7785,0.01,0 - 1.5%,1,1,1,6
22210,Cancelled,30,Male,Sotho,Single,11200,11200,0,0,0,31,30,Certificate,Restaurant Manager,Limpopo,0,0.015,0 - 1.5%,1,0,0,0
22211,Installed,30,Male,Xhosa,Single,2500,2500,132,132,0,31,1,No Matric,Food Shop Owner,Western Cape,7102,0.053,5% +,1,1,1,6
22212,Installed,45,Female,Sotho,Single,5500,5500,0,0,0,15,15,No Matric,Supervisor,Western Cape,0,0.047,2.5 - 5%,1,1,1,3
22213,Installed,40,Male,Zulu,Single,22000,22000,328,328,0,22,22,Diploma,Teacher,Mpumalanga,0,0.015,0 - 1.5%,1,1,1,6
22214,Installed,51,Female,Afrikaans,Married,7000,5100,233,233,1900,5,5,No Matric,Security Guard,Western Cape,0,0.053,5% +,1,1,1,1
22215,Cancelled,29,Male,English,Single,7417,7417,0,0,0,28,28,Certificate,Sales Agent,Gauteng,0,0.037,2.5 - 5%,1,0,0,0
22216,Cancelled,23,Female,English,Single,7000,7000,0,0,0,25,25,Matric,Doctors Receptionist,Gauteng,0,0.044,2.5 - 5%,1,0,0,0
22217,Installed,42,Male,Xhosa,Married,50000,38000,309,309,12000,25,25,Matric,Senior Manager/Ess,Eastern Cape,0,0.006,0 - 1.5%,1,1,1,5
22218,Cancelled,38,Female,Xhosa,Married,6000,5000,0,0,1000,3,5,No Matric,Entrepreneur,Eastern Cape,0,0.032,2.5 - 5%,1,0,0,0
22219,Cancelled,36,Male,0,0,46000,46000,0,0,0,31,1,Matric,Analyst Programmer,Western Cape,0,0.008,0 - 1.5%,1,0,0,0
22220,Installed,56,Female,English,Divorced,95000,15000,793,793,80000,31,1,Degree,Company Director - Admin. Duties Only,Gauteng,0,0.008,0 - 1.5%,1,1,1,6
22221,Cancelled,53,Male,Afrikaans,Single,6300,6300,0,0,0,31,1,No Matric,Construction Worker,Western Cape,0,0.026,2.5 - 5%,1,0,0,0
22222,Cancelled,29,Male,Setswana,Married,30000,15000,0,0,15000,25,25,Matric,Boilermaker,North West,0,0.01,0 - 1.5%,1,0,0,0
22223,Cancelled,29,Male,Venda,Single,8000,8000,0,0,0,1,1,Matric,Customer Service Clerk,Gauteng,0,0.022,1.5 - 2.5%,1,0,0,0
22224,Installed,23,Male,Afrikaans,Single,15000,15000,525,525,0,31,1,Matric,Farmer,North West,0,0.035,2.5 - 5%,1,1,1,6
22225,Installed,41,Male,English,Married,12000,12000,210,210,0,25,25,No Matric,Supervisor,KwaZulu-Natal,0,0.018,1.5 - 2.5%,1,1,1,6
22226,Installed,44,Female,English,Married,100000,15000,975,975,85000,1,7,Matric,Administrator,KwaZulu-Natal,0,0.01,0 - 1.5%,1,1,1,4
22227,Cancelled,56,Female,Afrikaans,Divorced,12000,12000,0,0,0,31,31,Matric,Doctors Receptionist,Western Cape,6849,0.024,1.5 - 2.5%,1,0,0,0
22228,Cancelled,33,Female,Afrikaans,Single,14000,8000,0,0,6000,31,1,Diploma,Legal Secretary,Eastern Cape,6229,0.026,2.5 - 5%,1,0,0,0
